artist,genre,score,author
Rhymefest,Rap,6.9,Jayson Greene
Devo,Rock,6.6,Marc Masters
Wolfgang Voigt,Electronic,6.0,Jess Harvell
The Chemical Brothers,Electronic,8.0,Tom Breihan
Florene,Electronic,5.4,Larry Fitzmaurice
Keepaway,Rock,6.7,Ian Cohen
Hammock,Electronic,7.3,Joe Tangari
The Gaslight Anthem,Rock,7.3,Stuart Berman
"Major Lazer, La Roux","Global,Pop/R&B,Electronic,Rock",7.2,Joshua Love
Ty Segall,Rock,7.5,Paul Thompson
Richard Hawley,Rock,7.5,Mark Pytlik
The Cool Kids,Rap,6.0,Zach Kelly
Hot Hot Heat,"Electronic,Rock",6.8,Ian Cohen
Drake,Rap,8.4,Ryan Dombal
Koes Bersuadara,,7.8,Joe Tangari
Pernice Brothers,Rock,5.8,Joshua Klein
Suckers,"Electronic,Rock",7.7,David Bevan
T.I.,Rap,7.4,Tom Breihan
How to destroy angels_,"Electronic,Metal,Rock",7.0,Matthew Perpetua
Wye Oak,Rock,7.2,David Bevan
Walls,Electronic,6.6,Joe Colly
Villagers,Rock,6.9,Marc Hogan
Tokyo Police Club,"Electronic,Rock",7.6,Ryan Dombal
Oneohtrix Point Never,Experimental,8.2,Philip Sherburne
Ólafur Arnalds,Rock,7.0,Brian Howe
Konono N°1,Global,5.7,Douglas Wolk
Junip,Rock,8.0,Ian Cohen
The Cure,Rock,10.0,Nitsuh Abebe
Pontiak,Rock,5.6,Tal Rosenberg
Casiokids,"Electronic,Rock",7.6,Brian Howe
Refused,Rock,9.4,Tom Breihan
Emeralds,Electronic,8.3,Philip Sherburne
Television Personalities,Rock,4.2,Douglas Wolk
The Jayhawks,Rock,6.0,Stephen M. Deusner
Trentemøller,"Electronic,Pop/R&B",6.5,Mike Orme
The Drums,Pop/R&B,7.5,Stuart Berman
DM Stith,Rock,6.5,Stephen M. Deusner
Hanoi Janes,Rock,7.9,Jayson Greene
Here We Go Magic,Rock,7.5,Larry Fitzmaurice
Ariel Pink's Haunted Graffiti,"Experimental,Rock",9.0,Mark Richardson
Deer Tick,Rock,5.6,Zach Kelly
Melvins,"Metal,Rock",5.2,David Raposa
A-Trak,"Electronic,Rap",7.3,Nate Patrin
Saint Etienne,"Electronic,Rock",8.7,Marc Hogan
Blitzen Trapper,Rock,7.5,Rebecca Raber
Tift Merritt,Rock,6.7,Joshua Love
Jadakiss,Rap,7.7,Ian Cohen
The La’s,Rock,4.9,Amy Granzin
Teenage Fanclub,Rock,7.4,Aaron Leitko
Wild Nothing,Rock,8.2,Ian Cohen
Trash Kit,Rock,6.6,Mike Powell
Devin the Dude,"Pop/R&B,Rap",5.3,Tom Breihan
Onra,Electronic,8.0,Larry Fitzmaurice
Guido,,8.3,Andrew Gaerig
Brooklyn Rider,,7.5,Joe Tangari
Cate Le Bon,Folk/Country,7.3,Marc Hogan
Active Child,Rock,7.7,Paul Thompson
Born Ruffians,Rock,3.8,Larry Fitzmaurice
Robyn,Pop/R&B,8.5,Marc Hogan
Redhooker,Rock,7.2,David Raposa
Naked on the Vague,"Experimental,Rock",7.3,Larry Fitzmaurice
The Ponys,Rock,7.8,David Bevan
Jeezy,Rap,7.2,Tom Breihan
Tame Impala,Rock,8.5,Zach Kelly
Peter Wolf Crier,,6.9,David Bevan
The Chap,Rock,7.7,Stuart Berman
Big K.R.I.T.,Rap,7.7,David Drake
Karen Elson,Folk/Country,6.3,David Bevan
David Cross,"Electronic,Rock",5.6,Nate Patrin
My Gold Mask,"Electronic,Experimental,Pop/R&B,Rock",5.9,Brian Howe
Dead Meadow,"Metal,Rock",6.7,Aaron Leitko
Damien Jurado,Rock,7.9,Larry Fitzmaurice
Tracey Thorn,Pop/R&B,6.9,Mike Orme
Shabazz Palaces,Rap,8.0,Larry Fitzmaurice
Robedoor,"Experimental,Rock",6.9,Marc Masters
Mono,Rock,7.1,Leonard Pierce
The Samps,Electronic,7.7,Zach Kelly
TOBACCO,Electronic,7.6,Nate Patrin
Reflection Eternal,Rap,7.5,Nate Patrin
The Depreciation Guild,"Experimental,Rock",7.6,David Raposa
Jeremy Jay,Pop/R&B,6.3,Marc Hogan
James Holden,Electronic,7.7,Joe Colly
Beach Fossils,"Experimental,Rock",7.8,Ian Cohen
James Blake,Pop/R&B,8.3,Mike Powell
Solvent,Electronic,7.0,Liz Colville
Ellen Allien,Electronic,7.1,Andrew Gaerig
The Jon Spencer Blues Explosion,Rock,8.5,Stuart Berman
"Damian Marley, Nas","Electronic,Global,Rap",6.1,Tom Breihan
Jamie Lidell,Pop/R&B,6.6,Mark Pytlik
Trash Talk,Metal,7.8,Tom Breihan
Scarface,Rap,7.7,Jayson Greene
Foals,Rock,7.6,David Bevan
Janelle Monáe,Pop/R&B,8.5,Matthew Perpetua
Cave,Rock,6.6,Jason Crock
Daniel Higgs,"Experimental,Rock",7.0,Marc Masters
Guilty Simpson,Rap,8.0,Ian Cohen
The Black Keys,Rock,7.7,Larry Fitzmaurice
The Rolling Stones,Rock,10.0,Rob Mitchum
Under Byen,Rock,7.6,Joe Tangari
Woven Bones,Rock,6.6,Paul Thompson
Effi Briest,Rock,6.3,Joshua Love
Rangda,Experimental,8.2,Marc Masters
Band of Horses,Rock,5.3,Paul Thompson
Wounded Lion,"Electronic,Pop/R&B",5.8,Jason Crock
Konntinent,Rock,7.8,Brian Howe
Club 8,Rock,6.2,Matthew Perpetua
Harvey Milk,"Metal,Rock",7.8,Paul Thompson
LCD Soundsystem,"Electronic,Rock",9.2,Ryan Dombal
Keane,Rock,3.0,Ian Cohen
Zs,Jazz,7.0,Joshua Klein
Shining,"Jazz,Metal",7.7,Leonard Pierce
Holy Fuck,Electronic,7.8,Joe Tangari
Sleigh Bells,Pop/R&B,8.7,Mark Richardson
DJ T.,"Electronic,Pop/R&B",7.0,Tim Finney
Thee Oh Sees,Rock,6.9,Jayson Greene
B.o.B,,4.2,Jayson Greene
Japandroids,Rock,6.7,Ian Cohen
Male Bonding,,8.5,Nitsuh Abebe
Nils Frahm,Electronic,4.8,Brian Howe
Indian Jewelry,"Experimental,Rock",5.8,Zach Kelly
Black Prairie,Folk/Country,5.4,Stephen M. Deusner
Phosphorescent,Rock,8.2,Joshua Love
CocoRosie,"Folk/Country,Pop/R&B",5.1,Ian Cohen
Twin Stumps,,7.4,Jason Crock
Marcel Dettmann,Electronic,7.4,Tal Rosenberg
Steve Mason,Rock,7.0,Stuart Berman
Sage Francis,Rap,6.3,Tom Breihan
The Dead Weather,Rock,7.8,Tom Breihan
People of the North,Rock,7.1,Aaron Leitko
Paul Weller,Rock,7.7,Joshua Klein
UNKLE,"Electronic,Jazz",5.9,Ian Cohen
Woods,Rock,8.0,Rob Mitchum
The National,Rock,8.7,Andrew Gaerig
Child Abuse,"Metal,Rock",6.7,Marc Masters
The Bitters,"Electronic,Rock",5.6,Joe Colly
Shy Child,"Electronic,Rock",7.0,Tim Finney
The Fall,Rock,8.0,Stuart Berman
Future Islands,Rock,7.6,Zach Kelly
Monster Movie,Rock,6.7,Larry Fitzmaurice
David Holmes,Electronic,7.7,Stuart Berman
Gayngs,Rock,6.5,Nate Patrin
Flying Lotus,Electronic,8.8,Joe Colly
Emily Jane White,Folk/Country,7.1,David Raposa
Bobby and Blumm,,6.2,Brian Howe
The Infesticons,Rap,6.1,Nate Patrin
Booka Shade,Electronic,6.5,Mike Orme
The New Pornographers,Rock,7.3,Matthew Perpetua
Unnatural Helpers,Rock,7.8,David Raposa
The Wave Pictures,Folk/Country,7.8,Amy Granzin
Baby Dee,Rock,7.9,Grayson Currin
Minus the Bear,"Metal,Rock",3.5,Ian Cohen
The Hold Steady,Rock,6.2,Stephen M. Deusner
Lazer Crystal,,6.7,Jonathan Garrett
The Joy Formidable,Rock,6.7,Zach Kelly
Red Sparowes,"Metal,Rock",5.2,David Raposa
The Dillinger Escape Plan,Metal,7.2,Jess Harvell
Broken Social Scene,Rock,8.3,Ryan Dombal
Jahcoozi,Electronic,6.8,Joe Colly
Team Ghost,Rock,7.4,Rebecca Raber
Applescal,Electronic,6.8,Brian Howe
Frog Eyes,Rock,6.4,Rob Mitchum
DoM ,Rock,8.0,Marc Hogan
Inlets,"Experimental,Folk/Country,Rock",6.1,Ian Cohen
The Black Swans,Rock,7.6,Stephen M. Deusner
Alcest,"Metal,Rock",8.4,Grayson Currin
Kate Nash,Rock,7.8,Marc Hogan
Crystal Castles,Electronic,8.5,Ian Cohen
Snowglobe,Rock,6.7,Joe Tangari
Gogol Bordello,Rock,6.4,Joshua Love
The Mynabirds,Rock,8.0,Matthew Perpetua
The Golden Filter,"Electronic,Rock",5.8,Zach Kelly
The Juan MacLean,"Electronic,Rock",8.1,Nate Patrin
Horse Feathers,Rock,7.5,Larry Fitzmaurice
Rafter,Rock,5.0,Rebecca Raber
Daughters,Rock,8.2,David Raposa
Avi Buffalo,"Experimental,Rock",7.9,Paul Thompson
Hole,Rock,2.9,Amanda Petrusich
Ulaan Khol,"Experimental,Rock",7.0,Marc Masters
Omar Khorshid,,8.1,Joe Tangari
Medications,"Metal,Rock",7.8,Joe Tangari
Kurupt,Rap,4.8,Zach Kelly
The Radio Dept.,Pop/R&B,8.3,Larry Fitzmaurice
We Are the World,Pop/R&B,4.9,Joshua Love
DaVinci,Rap,7.6,David Drake
Tony Allen,Global,7.4,Joshua Klein
Rufus Wainwright,Rock,3.9,Joshua Love
The Futureheads,"Electronic,Rock",7.3,Stuart Berman
The Endtables,Rock,7.5,Marc Masters
Disappears,Rock,6.9,Joe Colly
Wiz Khalifa,Rap,7.2,Tom Breihan
The Apples in Stereo,"Experimental,Rock",7.3,Paul Thompson
Delorean,"Electronic,Rock",8.4,Andrew Gaerig
Mark Sultan,"Electronic,Rock",6.8,Stephen M. Deusner
Starkey,Electronic,7.9,Nate Patrin
Trans Am,"Metal,Rock",6.7,Joe Tangari
Incredible String Band,Rock,5.2,Andrew Gaerig
Sam Amidon,Rock,8.1,Amanda Petrusich
Kings Go Forth,Pop/R&B,7.8,Stephen M. Deusner
Mark Van Hoen,"Electronic,Rock",7.2,Marc Hogan
Daedelus,"Electronic,Jazz",5.3,Larry Fitzmaurice
Lucky Soul,Pop/R&B,6.4,Marc Hogan
Caribou,Rock,8.4,Larry Fitzmaurice
The Sight Below,"Electronic,Rock",7.2,Brian Howe
We Have Band,"Electronic,Rock",3.7,Jonathan Garrett
Little Brother,Rap,5.9,Ian Cohen
Plants and Animals,Rock,6.1,Rebecca Raber
Destroyer,Rock,7.1,Paul Thompson
Harlan T. Bobo,,7.6,Stephen M. Deusner
Mi Ami,"Experimental,Rock",8.1,Grayson Currin
The Nels Cline Singers,"Experimental,Jazz",7.2,Joe Tangari
Gucci Mane,Rap,6.4,Tom Breihan
Bill Callahan,Rock,8.3,Mark Richardson
Race Horses,Rock,8.0,Stuart Berman
Cibelle,Rock,5.0,Joshua Love
"Murs, 9th Wonder",Rap,6.1,Zach Kelly
Sightings,Rock,7.9,Marc Masters
The Tallest Man on Earth,Folk/Country,8.5,Stephen M. Deusner
Blind Man's Colour,"Experimental,Rock",6.4,Paul Thompson
Ikonika,Electronic,7.0,Joe Colly
Priestess,"Metal,Rock",5.9,Tom Breihan
Prins Thomas,Electronic,6.3,Andrew Gaerig
Iggy and the Stooges,"Electronic,Rock",8.3,Stuart Berman
To Rococo Rot,Electronic,7.6,Patrick Sisson
Sally Seltmann,Rock,6.4,Rebecca Raber
Thomas Fehlmann,Electronic,7.9,Larry Fitzmaurice
Dr. Dog,Rock,6.7,Zach Kelly
"Roky Erickson, Okkervil River","Electronic,Rock",7.4,Stephen M. Deusner
White Hills,Rock,7.7,Jason Crock
Small Black,Rock,7.0,Zach Kelly
Young Jazz Rebels,Jazz,6.7,Paul Thompson
Matthew Herbert,Electronic,7.6,Patrick Sisson
MGMT,Rock,6.8,Scott Plagenhoef
Moon Duo,Rock,7.4,David Bevan
Dosh,"Electronic,Rap",6.9,Larry Fitzmaurice
The Bundles,Folk/Country,5.0,Paul Thompson
High Places,"Electronic,Experimental,Rock",7.0,Joe Colly
"Ghostface Killah, Raekwon, Method Man",Rap,6.5,Ian Cohen
Janka Nabay,Global,7.1,Joshua Love
Nice Nice,,7.0,Jason Crock
Javelin,"Electronic,Rock",7.2,Rob Mitchum
Matt Pond PA,Rock,4.8,Ian Cohen
"David Byrne, Fatboy Slim","Rock,Electronic",5.0,Jess Harvell
Mux Mool,Electronic,7.5,Nate Patrin
Growing,"Experimental,Metal,Rock",6.1,Grayson Currin
Wooden Shjips,Rock,6.3,Nate Patrin
Jawbreaker,"Metal,Rock",7.7,Brian Howe
Doves,Rock,7.8,Ian Cohen
Mike Swoop,,7.3,Nate Patrin
Tunng,"Electronic,Rock",5.8,Andrew Gaerig
Savath y Savalas,Electronic,5.7,Andrew Gaerig
Harlem,Rock,8.1,David Bevan
Erykah Badu,Pop/R&B,8.0,Mike Powell
Christy & Emily,"Folk/Country,Rock",6.3,David Raposa
Emma Pollock,Rock,7.5,Stuart Berman
Black Francis,Rock,6.6,Joshua Klein
Sharon Jones and the Dap-Kings,Pop/R&B,8.0,Joe Tangari
Jónsi,Rock,8.1,Ryan Dombal
The Society of Rockets,Rock,7.4,Matthew Perpetua
Turin Brakes,Rock,3.8,Ian Cohen
Scuba,Electronic,8.2,Andrew Gaerig
Laura Marling,Folk/Country,8.1,Joshua Love
"Bonnie “Prince” Billy, The Cairo Gang","Folk/Country,Rock",7.4,David Bevan
The Delta Mirror,Electronic,6.8,Zach Kelly
Sin Ropas,Folk/Country,7.4,Joe Tangari
Lali Puna,"Electronic,Rock",6.5,Brian Howe
Black Tambourine,"Experimental,Rock",8.3,Stuart Berman
Liars,Rock,4.0,Jess Harvell
Native,"Metal,Rock",3.7,Zach Kelly
Loscil,Electronic,7.5,Joe Colly
Mimicking Birds,"Folk/Country,Rock",7.4,David Bevan
The Deadly Syndrome,Rock,7.7,Ian Cohen
Dum Dum Girls,Rock,8.2,Zach Kelly
White Mystery,"Electronic,Pop/R&B",7.2,Jason Crock
Amanaz,,7.0,Nate Patrin
Twin Sister,Pop/R&B,7.5,Sean Fennessey
Sonny and the Sunsets,Rock,8.0,Paul Thompson
Galaxie 500,"Experimental,Rock",9.5,Mark Richardson
Sweet Apple,Rock,5.1,David Raposa
Jóhann Jóhannsson,Experimental,7.3,Joe Tangari
Radar Brothers,Rock,7.0,Joshua Klein
Mulatu Astatke,"Jazz,Pop/R&B,Global",8.3,Joe Tangari
Elliott Smith,Rock,7.8,Jayson Greene
"LiLiPUT, Kleenex",Rock,3.3,Douglas Wolk
Alex Smoke,Electronic,7.8,Andrew Gaerig
Ben Sollee and Daniel Martin Moore,Folk/Country,6.4,Stephen M. Deusner
Ulrich Schnauss,"Electronic,Rock",6.1,Patrick Sisson
The White Stripes,Rock,8.7,Ryan Dombal
New Young Pony Club,"Electronic,Rock",5.5,Ian Cohen
The Kissaway Trail,Rock,4.4,Larry Fitzmaurice
Inspectah Deck,Rap,5.2,Ian Cohen
Love Is All,"Experimental,Rock",8.0,Jess Harvell
Goldfrapp,Pop/R&B,6.6,Marc Hogan
Sunburned Hand of the Man,"Experimental,Rock",5.9,Andrew Gaerig
A Weather,Rock,7.0,Rebecca Raber
Serena-Maneesh,Rock,6.4,Tom Breihan
The Jon Spencer Blues Explosion,Rock,8.3,Stephen M. Deusner
"Bright Eyes, Neva Dinova",Rock,5.8,Ian Cohen
We Are Wolves,"Electronic,Rock",5.8,Rebecca Raber
Alex Bleeker and the Freaks,,7.3,David Bevan
Motor City Drum Ensemble,Electronic,8.3,Andrew Gaerig
Let's Wrestle,Rock,7.6,Jayson Greene
Lawrence Arabia,Rock,6.3,Stephen M. Deusner
Georgia Anne Muldrow,Pop/R&B,6.9,Patrick Sisson
The Method Actors,Rock,8.3,Andy Battaglia
Autechre,Electronic,7.2,Patrick Sisson
She & Him,Rock,7.6,Stephen M. Deusner
Fyfe Dangerfield,Rock,4.7,Marc Hogan
The Art Museums,Rock,7.9,Amy Granzin
Tanlines,Electronic,7.6,Joe Colly
Junius,"Metal,Rock",7.5,Jayson Greene
JJ,"Electronic,Rock",5.4,Joe Colly
Double Dagger,Rap,8.1,Grayson Currin
The Strange Boys,"Electronic,Rock",6.6,Zach Kelly
Annuals,Rock,5.6,Ian Cohen
Awesome Color,Rock,3.8,David Raposa
Free Energy,"Experimental,Rock",8.1,David Bevan
Akira Kosemura,Electronic,7.9,Brian Howe
Happy Birthday,"Experimental,Pop/R&B",7.8,David Bevan
Freelance Whales,"Electronic,Rock",4.2,Ian Cohen
The Morning Benders,Rock,8.2,Larry Fitzmaurice
Hunx and His Punx,Rock,7.3,Rebecca Raber
Kammerflimmer Kollektief,"Electronic,Jazz",7.0,Brian Howe
The Brian Jonestown Massacre,Rock,5.7,Stuart Berman
The Besnard Lakes,Rock,7.8,Patrick Sisson
Drive-By Truckers,Rock,7.4,Joshua Love
Babe Rainbow,Electronic,6.5,Larry Fitzmaurice
Pillars and Tongues,Rock,6.0,Jason Crock
Eddy Current Suppression Ring,"Electronic,Rock",7.5,David Bevan
Fang Island,Rock,8.3,Ian Cohen
MillionYoung,Electronic,7.6,Zach Kelly
Miles Kurosky,"Pop/R&B,Rock",6.0,Paul Thompson
Infinite Body,Experimental,8.2,Brian Howe
Titus Andronicus,Rock,8.7,Rob Mitchum
Major Stars,,6.4,Jess Harvell
Aloha,Rock,6.8,Eric Harvey
White Hinterland,Rock,7.5,Patrick Sisson
Zola Jesus,Electronic,8.1,Jason Crock
Broken Bells,"Electronic,Rock",7.2,Marc Hogan
Dinowalrus,,5.9,Ian Cohen
Kidz in the Hall,"Pop/R&B,Rap",4.0,Zach Kelly
Skullflower,"Electronic,Experimental,Metal,Rock",8.2,Grayson Currin
Black Rebel Motorcycle Club,Rock,4.0,Marc Hogan
Gorillaz,"Electronic,Rock",8.5,Sean Fennessey
Golden Triangle,"Electronic,Pop/R&B",6.2,Joe Colly
Fenn O'Berg,Electronic,6.5,Marc Masters
Ted Leo and the Pharmacists,"Electronic,Rock",7.9,Paul Thompson
Liars,Rock,8.1,Marc Masters
Ortolan,"Pop/R&B,Rock",6.4,Stephen M. Deusner
Andrew Thomas,Electronic,7.2,Andrew Gaerig
LoneLady,Rock,7.7,David Raposa
Frightened Rabbit,Rock,6.6,Rebecca Raber
Pavement,Rock,10.0,Matthew Perpetua
Jaguar Love,"Electronic,Rock",2.0,Eric Harvey
Ellie Goulding,Electronic,6.8,Stephen Troussé
Josiah Wolf,Rock,5.6,Larry Fitzmaurice
The Ruby Suns,Rock,6.1,Andrew Gaerig
Record Club,,6.9,Ryan Dombal
Valgeir Sigurðsson,Experimental,7.3,Brian Howe
Balmorhea,Rock,7.9,Grayson Currin
The Whigs,"Electronic,Rock",3.6,Jonathan Garrett
Gonjasufi,Rock,8.4,Nate Patrin
Bomb the Bass,Electronic,5.0,Joshua Klein
Yellow Swans,"Experimental,Rock",8.3,Marc Masters
Rogue Wave,"Experimental,Rock",5.1,Ian Cohen
Clogs,Rock,8.2,David Raposa
Pierced Arrows,"Electronic,Pop/R&B",6.6,David Bevan
Archie Bronson Outfit,"Electronic,Rock",6.4,Amy Granzin
Andrew W.K.,Rock,6.8,Tom Breihan
Jason Collett,Rock,7.0,Joshua Love
Spiritualized,"Experimental,Rock",10.0,Grayson Currin
Slow Club,Rock,7.4,Matthew Perpetua
Mathematics,Rap,3.2,Ian Cohen
High on Fire,Metal,8.0,Tom Breihan
A Sunny Day in Glasgow,Rock,7.0,Matthew Solarski
"The Knife, Planningtorock, Mt. Sims","Electronic,Experimental,Rock",6.9,Jayson Greene
Fredrik,Experimental,7.0,Brian Howe
Gigi,"Global,Pop/R&B",7.2,Stuart Berman
Efterklang,Rock,5.9,Grayson Currin
Ellen Allien,Electronic,6.9,Andrew Gaerig
Xiu Xiu,"Experimental,Rock",7.3,Brian Howe
Githead,Rock,5.8,Joe Tangari
Phantogram,Pop/R&B,7.5,Paul Thompson
Holly Miranda,Rock,6.7,Ryan Dombal
Shout Out Louds,Rock,5.4,Marc Hogan
Johnny Cash,Folk/Country,5.7,Stephen M. Deusner
Brilliant Colors,"Experimental,Rock",6.8,Rebecca Raber
Adam Green,Rock,5.7,Zach Kelly
Jack Rose,Folk/Country,8.2,Marc Masters
Eluvium,Electronic,6.9,Brian Howe
Shearwater,Rock,7.9,Joe Tangari
Sambassadeur,Rock,7.0,Marc Hogan
Kasper Bjørke,Electronic,6.1,Joshua Love
Martyn,Electronic,6.8,Andrew Gaerig
Clem Snide,Rock,5.3,Zach Kelly
Joanna Newsom,Folk/Country,9.2,Mark Richardson
Via Audio,Rock,4.8,Marc Hogan
Memoryhouse,"Electronic,Rock",7.3,Jonathan Garrett
Wolf People,Rock,6.4,Zach Kelly
Quasi,"Experimental,Rock",7.2,Rebecca Raber
These New Puritans,"Electronic,Rock",8.2,Amy Granzin
Mumford & Sons,Rock,2.1,Stephen M. Deusner
Ewan Pearson,Electronic,7.0,Jess Harvell
J. Stalin,"Pop/R&B,Rap",7.9,David Drake
Excepter,"Experimental,Rock",7.1,Marc Masters
Pantha du Prince,Electronic,8.3,Joe Colly
Cave In,"Metal,Rock",6.0,Ian Cohen
Everybody Was in the French Resistance...Now!,Pop/R&B,3.8,Marc Hogan
Past Lives,Metal,7.5,Jason Crock
Robert Pollard,Rock,7.3,Paul Thompson
"Freeway, Jake One","Rap,Pop/R&B",6.5,Tom Breihan
Capgun Coup,,6.1,Ian Cohen
Juliana Hatfield,Rock,3.9,Stephen M. Deusner
Field Music,Rock,7.5,Joshua Klein
Toro y Moi,Electronic,7.6,Joe Colly
Ólafur Arnalds,Rock,6.3,Brian Howe
You Say Party,"Electronic,Rock",7.0,Rebecca Raber
Citay,Rock,7.6,Grayson Currin
Thee Silver Mt. Zion Memorial Orchestra,,7.3,Stuart Berman
Peter Gabriel,Rock,4.5,Mark Richardson
A Grave With No Name,Rock,6.6,Joe Colly
Wetdog,Rock,6.6,Rebecca Raber
Tindersticks,Rock,7.0,Joe Tangari
Local Natives,Rock,8.4,Ian Cohen
Reagenz,,7.3,Andrew Gaerig
The Amazing,Rock,7.3,Joshua Love
Liturgy,Metal,7.8,Grayson Currin
Sade,Pop/R&B,7.0,Jess Harvell
"Anthony ""Shake"" Shakir",Electronic,8.3,Andrew Gaerig
Scout Niblett,Rock,7.3,Matthew Perpetua
The Seven Fields Of Aphelion,Electronic,5.8,Brian Howe
Yeasayer,"Electronic,Rock",6.1,Scott Plagenhoef
Interference,Rock,7.5,Marc Masters
Aufgang,Electronic,7.7,Brian Howe
Title Tracks,Rock,6.8,Jason Crock
Kath Bloom,Folk/Country,8.0,Stephen M. Deusner
Gil Scott-Heron,Jazz,8.5,Nate Patrin
Robedoor,"Experimental,Rock",7.2,Marc Masters
AFCGT,"Experimental,Rock",6.5,Jason Crock
Stricken City,Pop/R&B,7.5,Paul Thompson
Massive Attack,Electronic,5.0,Nate Patrin
The Watson Twins,Folk/Country,6.4,Stephen M. Deusner
Basia Bulat,Rock,7.0,Amy Granzin
"Ali Farka Touré, Toumani Diabaté","Folk/Country,Global,Pop/R&B",8.3,Joe Tangari
Hot Chip,Electronic,8.4,Scott Plagenhoef
Ethernet,,6.7,Joe Colly
Strong Arm Steady,"Pop/R&B,Rap",7.1,Patrick Sisson
The Soft Pack,Rock,7.1,Stuart Berman
Moonface,Rock,7.5,Rob Mitchum
Starless & Bible Black,Folk/Country,7.6,Matthew Murphy
Leyland Kirby,"Electronic,Rock",6.8,Mike Powell
The Album Leaf,"Electronic,Rock",6.3,Ian Cohen
Hockey,"Electronic,Rock",6.7,Paul Thompson
Lil Wayne,Rap,4.5,Ryan Dombal
Anna Ternheim,Rock,7.5,Matthew Solarski
Kevin Barker,Folk/Country,5.9,Matthew Murphy
Malachai,Rock,7.5,Stuart Berman
Midlake,"Experimental,Rock",3.6,Paul Thompson
Nmperign,Electronic,7.4,Marc Masters
Oneohtrix Point Never,Experimental,8.0,Joe Colly
The Brunettes,Pop/R&B,5.3,Matthew Perpetua
The House of Love,Rock,8.2,Joshua Klein
Fucked Up,Metal,6.8,Douglas Wolk
Saviours,"Metal,Rock",6.6,Paul Thompson
AGF,Electronic,7.3,Brian Howe
Class Actress,Pop/R&B,7.0,Joshua Love
Lightspeed Champion,Rock,6.7,Marc Hogan
Los Campesinos!,Rock,8.3,Paul Thompson
The Orkustra,Rock,7.0,Marc Masters
Good Shoes,Rock,5.8,Marc Hogan
Etienne Jaumet,Electronic,7.5,Jess Harvell
Clipd Beaks,"Experimental,Rock",7.7,David Bevan
AU,Folk/Country,7.6,Joe Colly
Retribution Gospel Choir,Rock,7.3,Jason Crock
The HotRats,,4.0,Stuart Berman
Charlotte Gainsbourg,Pop/R&B,8.4,Ryan Dombal
YellowFever,Rock,7.2,Amy Granzin
Barton Carroll,Folk/Country,7.4,Stephen M. Deusner
Buraka Som Sistema,Electronic,6.7,Nate Patrin
The Magnetic Fields,Rock,6.0,Matt LeMay
Jaga Jazzist,Jazz,6.9,Brian Howe
BOAT,"Pop/R&B,Rock",7.5,David Bevan
Delphic,"Electronic,Rock",5.0,Stephen Troussé
Beach House,Rock,9.0,Mark Richardson
Red Krayola With Art & Language,,6.2,Andrew Gaerig
Rachel Grimes,Pop/R&B,7.1,Joe Tangari
Pit Er Pat,"Experimental,Rock",6.1,Jason Crock
The Notwist,"Electronic,Rock",3.4,Brian Howe
Four Tet,Electronic,8.6,Mark Richardson
Monolake,Electronic,7.8,Philip Sherburne
Franco & le Tout Puissant OK Jazz,,8.7,Douglas Wolk
Mount Eerie,Rock,7.0,Matthew Solarski
Basement Jaxx,Electronic,7.0,Jess Harvell
Krallice,Metal,8.0,Grayson Currin
Trans Am,"Metal,Rock",7.2,Jason Crock
Edward Sharpe & the Magnetic Zeros,Rock,4.1,Paul Thompson
Eels,Rock,3.9,Zach Kelly
Surfer Blood,Rock,8.2,Ian Cohen
Felix,Electronic,7.1,Matthew Murphy
Kaito,Electronic,5.1,Joe Colly
Portastatic,"Experimental,Rock",7.2,Joshua Klein
Aziz Ansari,,8.1,Ian Cohen
Lindstrøm & Christabelle,Pop/R&B,8.1,Mark Pytlik
Robin Guthrie,"Electronic,Global,Rock",6.5,Joshua Klein
Underworld Vs. the Misterons,,4.9,Andrew Gaerig
"Roy Montgomery, Grouper","Rock,Experimental",7.8,Matthew Murphy
Spoon,Rock,7.8,Matthew Perpetua
Apse,Rock,4.3,Joe Colly
Laura Veirs,Rock,7.5,Joe Tangari
Freedy Johnston,Rock,6.7,Joshua Klein
RJD2,Electronic,6.8,Patrick Sisson
"The Flaming Lips, Stardeath and White Dwarfs",Rock,5.2,Rob Mitchum
Jason Boesel,Rock,5.5,Ian Cohen
Immortal,Metal,7.1,Cosmo Lee
Lou Reed,Rock,6.9,Jess Harvell
David Lang,"Experimental,Rock",8.5,Jayson Greene
Owen Pallett,Pop/R&B,8.6,Nitsuh Abebe
Eddy Current Suppression Ring,"Electronic,Rock",8.1,David Bevan
Radio Slave,Electronic,7.1,Tim Finney
Badly Drawn Boy,Rock,6.6,Joshua Klein
Bonny Billy and the Picket Line,,7.3,Stephen M. Deusner
Animal Collective,Experimental,7.2,Brian Howe
Luigi Archetti & Bo Wiget,,7.7,Brian Howe
James Husband,Rock,6.0,Rob Mitchum
Cornershop,Rock,7.3,Eric Harvey
Real Estate,Rock,7.5,David Bevan
Lady Gaga,Pop/R&B,7.8,Scott Plagenhoef
Oh No Ono,Rock,6.8,Brian Howe
Untold,Electronic,7.8,Mike Powell
G-Side,Rap,7.7,David Drake
Fela Kuti,Global,8.1,Mike Powell
Kanye West,Rap,4.9,Scott Plagenhoef
Klimek,Electronic,6.3,Joe Colly
Grooms,Rock,6.4,Matthew Perpetua
